0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
506.9377104377104,742.1653447223918,530.4420805369127,866.671751067724,0.1751628934668981,0.16931952266146272,0.17749552656944423,0.17000473317336048,0.9001154545487328,0.8537734486883283,0.8952181170866398,0.8292338597417003,0.29548657800168643,0.267054164627903,0.28348219208453246,0.2602306314861524,1.4818290292958243,57.115715402658324,2558.0,1.4571922830321316,94.96696696696696,2331.0,1.4934244469656504,42.337827121332275,2522.0,1.4571922830321316,94.96696696696696,2331.0
452.07178164624975,681.1590909090903,506.5689285714288,794.5631313131314,0.16180116914374817,0.15573107970868916,0.16277090448522682,0.15570540560649263,0.8912896998016845,0.8363314567147955,0.8779137314347462,0.8090886593268122,0.28971663010011756,0.2664342389179335,0.27670920399192717,0.25635810259235126,1.4718563715660107,55.92923952826352,2459.0,1.4379861844918984,90.3260667903525,2156.0,1.4873484838568152,42.58239549839228,2488.0,1.4379861844918984,90.3260667903525,2156.0
582.0269851802699,1399.28550207962,1102.0619117647054,1376.575311942959,0.1429579844380725,0.13640901733816338,0.14653188683058535,0.13633802706334272,0.9254165677464461,0.8206839599812406,0.8587175752880968,0.8235945451069479,0.2751063043038119,0.22017447558152414,0.24417212838314611,0.2201873344091948,1.4676615543216567,76.75712515489467,2421.0,1.448867953410624,146.8541793776693,1639.0,1.507131579198454,64.73890429958391,2884.0,1.4601129138114772,150.13028372900985,1727.0
596.368576273686,1427.0037878787864,1116.9164705882356,1399.5388443256084,0.13742233786769834,0.13119478028276088,0.14061999702749894,0.13097570056998062,0.9252528877605113,0.8211797682198485,0.8599182097654823,0.824622116192592,0.2739307002888325,0.21487270445602433,0.23776754050846885,0.21661750953932954,1.4661094411684743,79.48875,2400.0,1.451991865348573,146.0876350540216,1666.0,1.4991201528863052,65.41287057122199,2766.0,1.4649323150920994,149.25949008498583,1765.0
596.368576273686,1427.0037878787864,1116.9164705882356,1399.5388443256084,0.13742233786769834,0.13119478028276088,0.14061999702749894,0.13097570056998062,0.9252528877605113,0.8211797682198485,0.8599182097654823,0.824622116192592,0.2739307002888325,0.21487270445602433,0.23776754050846885,0.21661750953932954,1.4661094411684743,79.48875,2400.0,1.451991865348573,146.0876350540216,1666.0,1.4991201528863052,65.41287057122199,2766.0,1.4649323150920994,149.25949008498583,1765.0
568.0042763400431,1402.9071598336313,1079.8576470588232,1326.060011883541,0.13930344667133351,0.13218177952833252,0.14082070676320005,0.13234247931214488,0.9240985503792908,0.812590738694858,0.8556015273744849,0.822856529263472,0.27489818742786765,0.22038023608718316,0.24236761687777766,0.22194838028358396,1.4715802437990897,75.9211484027497,2473.0,1.4508987497475112,141.90986085904416,1653.0,1.5014507804304333,62.248387096774195,2790.0,1.4615097360376177,144.95845354875937,1733.0
568.0042763400431,1402.9071598336313,1079.8576470588232,1326.060011883541,0.13930344667133351,0.13218177952833252,0.14082070676320005,0.13234247931214488,0.9240985503792908,0.812590738694858,0.8556015273744849,0.822856529263472,0.27489818742786765,0.22038023608718316,0.24236761687777766,0.22194838028358396,1.4715802437990897,75.9211484027497,2473.0,1.4508987497475112,141.90986085904416,1653.0,1.5014507804304333,62.248387096774195,2790.0,1.4615097360376177,144.95845354875937,1733.0
566.5471628045157,1393.8833520389082,1073.7355555555564,1320.013243546576,0.13847592559895036,0.1323399589254767,0.14125364629839676,0.13234029734897465,0.9241973437605064,0.8135300654407996,0.8562316866699117,0.8234128862376825,0.27767401663945307,0.2210925510079655,0.24209255691499376,0.2220992898535122,1.4664240824175543,76.12705592105263,2432.0,1.4527481212999378,141.6090909090909,1650.0,1.5001904086816582,62.24415677813736,2781.0,1.4628151138643435,144.9079401611047,1738.0
566.5471628045157,1393.8833520389082,1073.7355555555564,1320.013243546576,0.13847592559895036,0.1323399589254767,0.14125364629839676,0.13234029734897465,0.9241973437605064,0.8135300654407996,0.8562316866699117,0.8234128862376825,0.27767401663945307,0.2210925510079655,0.24209255691499376,0.2220992898535122,1.4664240824175543,76.12705592105263,2432.0,1.4527481212999378,141.6090909090909,1650.0,1.5001904086816582,62.24415677813736,2781.0,1.4628151138643435,144.9079401611047,1738.0
566.5471628045157,1393.8833520389082,1073.7355555555564,1320.013243546576,0.13847592559895036,0.1323399589254767,0.14125364629839676,0.13234029734897465,0.9241973437605064,0.8135300654407996,0.8562316866699117,0.8234128862376825,0.27767401663945307,0.2210925510079655,0.24209255691499376,0.2220992898535122,1.4664240824175543,76.12705592105263,2432.0,1.4527481212999378,141.6090909090909,1650.0,1.5001904086816582,62.24415677813736,2781.0,1.4628151138643435,144.9079401611047,1738.0
